loc_code	date	lab_project_id	lab_sample_id	chem_variable	value	units	below_loq	loq	elneutr
MOMP017	2017-11-28	0	39923	CondL	1204.7	<U+00B5>S/cm	0	-99	0.031579
MOMP017	2017-11-28	0	39923	Fe	0.2757385855	meq/l	0	-99	0.031579
MOMP019	2017-11-28	0	39924	CondL	868.1	<U+00B5>S/cm	0	-99	0.026957
MOMP019	2017-11-28	0	39924	Fe	0.9382273948	meq/l	0	-99	0.026957
MOMP023	2017-11-28	0	39925	CondL	637.6	<U+00B5>S/cm	0	-99	0.013987
MOMP023	2017-11-28	0	39925	Fe	0.0017905103	meq/l	1	-99	0.013987
MOMP029	2017-11-29	0	39926	CondL	590.7	<U+00B5>S/cm	0	-99	-0.049343
MOMP029	2017-11-29	0	39926	Fe	0.0433303491	meq/l	0	-99	-0.049343
WELP022	2017-11-29	0	39927	CondL	1362	<U+00B5>S/cm	0	-99	0.033036
WELP022	2017-11-29	0	39927	Fe	0.6463384064	meq/l	0	-99	0.033036
MRKP018	2017-11-29	0	39928	CondL	545.9	<U+00B5>S/cm	0	-99	0.053017
MRKP018	2017-11-29	0	39928	Fe	0.4297582811	meq/l	0	-99	0.053017
TIEP001	2017-12-05	0	39929	CondL	65.7	<U+00B5>S/cm	0	-99	0.141126
TIEP001	2017-12-05	0	39929	Fe	0.145568487	meq/l	0	-99	0.141126
TIEP001	2017-12-06	0	39930	CondL	51.1	<U+00B5>S/cm	0	-99	0.00305
TIEP001	2017-12-06	0	39930	Fe	0.026427932	meq/l	0	-99	0.00305
TIEP004	2017-12-06	0	39931	CondL	71.1	<U+00B5>S/cm	0	-99	0.058041
TIEP004	2017-12-06	0	39931	Fe	0.0811101164	meq/l	0	-99	0.058041
RONP120	2018-01-17	0	39932	CondL	68.9	<U+00B5>S/cm	0	-99	-0.013933
RONP120	2018-01-17	0	39932	Fe	0.0313697404	meq/l	0	-99	-0.013933
RONP123	2018-01-17	0	39933	CondL	77.7	<U+00B5>S/cm	0	-99	0.013478
RONP123	2018-01-17	0	39933	Fe	0.0447985676	meq/l	0	-99	0.013478
RONP124	2018-01-17	0	39934	CondL	123.6	<U+00B5>S/cm	0	-99	-0.055547
RONP124	2018-01-17	0	39934	Fe	0.0321575649	meq/l	0	-99	-0.055547
GUPP044	2018-01-31	0	39935	CondL	426.2	<U+00B5>S/cm	0	-99	-0.13364
GUPP044	2018-01-31	0	39935	Fe	0.0261772605	meq/l	0	-99	-0.13364
RONP119	2018-01-17	0	39936	CondL	58.7	<U+00B5>S/cm	0	-99	0.162935
RONP119	2018-01-17	0	39936	Fe	0.0577260519	meq/l	0	-99	0.162935
STAP061	2018-04-03	0	39937	CondL	198	<U+00B5>S/cm	0	-99	0.021106
STAP061	2018-04-03	0	39937	Fe	0.0580483438	meq/l	0	-99	0.021106
LEEP001	2018-01-31	0	39938	CondL	286	<U+00B5>S/cm	0	-99	0.080569
LEEP001	2018-01-31	0	39938	Fe	0.0498119964	meq/l	0	-99	0.080569
WAHP266	2004-06-02	0	3994	CondL	830	<U+00B5>S/cm	NA	-99	0.004953
WAHP266	2004-06-02	0	3994	Fe	0.0089525515	meq/l	NA	-99	0.004953
RONP122	2018-01-17	0	39940	CondL	190.6	<U+00B5>S/cm	0	-99	0.006205
RONP122	2018-01-17	0	39940	Fe	0.1094717995	meq/l	0	-99	0.006205
RONP121	2018-01-17	0	39941	CondL	119.7	<U+00B5>S/cm	0	-99	0.05916
RONP121	2018-01-17	0	39941	Fe	0.0222023277	meq/l	0	-99	0.05916
RONP114	2018-01-17	0	39942	CondL	288.9	<U+00B5>S/cm	0	-99	-0.012501
RONP114	2018-01-17	0	39942	Fe	0.0445478962	meq/l	0	-99	-0.012501
STAP050	2018-04-03	0	39944	CondL	260.3	<U+00B5>S/cm	0	-99	0.030726
STAP050	2018-04-03	0	39944	Fe	0.0273589973	meq/l	0	-99	0.030726
STAP052	2018-04-03	0	39945	CondL	330.7	<U+00B5>S/cm	0	-99	0.047233
STAP052	2018-04-03	0	39945	Fe	0.0169382274	meq/l	0	-99	0.047233
STAP054	2018-04-03	0	39946	CondL	329.3	<U+00B5>S/cm	0	-99	0.136085
STAP054	2018-04-03	0	39946	Fe	0.7063563115	meq/l	0	-99	0.136085
STAP057	2018-04-03	0	39947	CondL	360.8	<U+00B5>S/cm	0	-99	0.080397
STAP057	2018-04-03	0	39947	Fe	0.4035452104	meq/l	0	-99	0.080397
STAP058	2018-04-03	0	39948	CondL	343.6	<U+00B5>S/cm	0	-99	0.099141
STAP058	2018-04-03	0	39948	Fe	0.4342703671	meq/l	0	-99	0.099141
STAP059	2018-04-03	0	39949	CondL	190.1	<U+00B5>S/cm	0	-99	0.144961
STAP059	2018-04-03	0	39949	Fe	0.4769561325	meq/l	0	-99	0.144961
DYLP112	2000-12-11	0	3995	CondL	1242	<U+00B5>S/cm	NA	-99	-0.004917
DYLP112	2000-12-11	0	3995	Fe	0.042256043	meq/l	NA	-99	-0.004917
STAP060	2018-04-03	0	39950	CondL	310.1	<U+00B5>S/cm	0	-99	0.063558
STAP060	2018-04-03	0	39950	Fe	0.0017905103	meq/l	1	-99	0.063558
RONP117	2018-01-17	0	39951	CondL	126.4	<U+00B5>S/cm	0	-99	-0.310778
RONP117	2018-01-17	0	39951	Fe	0.0017905103	meq/l	1	-99	-0.310778
TIEP013	2017-12-06	0	39952	CondL	134.2	<U+00B5>S/cm	0	-99	0.132021
TIEP013	2017-12-06	0	39952	Fe	0.4367770815	meq/l	0	-99	0.132021
TIEP015	2017-12-06	0	39953	CondL	122	<U+00B5>S/cm	0	-99	0.256655
TIEP015	2017-12-06	0	39953	Fe	0.203831692	meq/l	0	-99	0.256655
MRKP051	2017-11-29	0	39954	CondL	650.2	<U+00B5>S/cm	0	-99	0.019636
MRKP051	2017-11-29	0	39954	Fe	0.0017905103	meq/l	1	-99	0.019636
VAGP001	2018-01-31	0	39955	CondL	468.2	<U+00B5>S/cm	0	-99	-0.042425
VAGP001	2018-01-31	0	39955	Fe	0.7597851388	meq/l	0	-99	-0.042425
VAGP002	2018-01-31	0	39956	CondL	320.3	<U+00B5>S/cm	0	-99	-0.034975
VAGP002	2018-01-31	0	39956	Fe	0.3415219338	meq/l	0	-99	-0.034975
VAGP005	2018-01-31	0	39958	CondL	187.1	<U+00B5>S/cm	0	-99	0.016072
VAGP005	2018-01-31	0	39958	Fe	0.2263205013	meq/l	0	-99	0.016072
VAGP006	2018-01-31	0	39959	CondL	484.8	<U+00B5>S/cm	0	-99	-0.000625
VAGP006	2018-01-31	0	39959	Fe	0.0630975828	meq/l	0	-99	-0.000625
WAHP267	2004-06-02	0	3996	CondL	1527	<U+00B5>S/cm	NA	-99	-0.001083
WAHP267	2004-06-02	0	3996	Fe	0.2370635631	meq/l	NA	-99	-0.001083
VAGP007	2018-01-31	0	39960	CondL	68	<U+00B5>S/cm	0	-99	0.04277
VAGP007	2018-01-31	0	39960	Fe	0.0169382274	meq/l	0	-99	0.04277
GUPP043	2018-01-31	0	39961	CondL	42.9	<U+00B5>S/cm	0	-99	0.020236
GUPP043	2018-01-31	0	39961	Fe	0.0017905103	meq/l	1	-99	0.020236
TIEP007	2017-12-05	0	39962	CondL	92.1	<U+00B5>S/cm	0	-99	0.189838
TIEP007	2017-12-05	0	39962	Fe	0.0223813787	meq/l	0	-99	0.189838
STAP053	2018-04-03	0	39963	CondL	356.6	<U+00B5>S/cm	0	-99	0.054233
STAP053	2018-04-03	0	39963	Fe	0.0060519248	meq/l	0	-99	0.054233
RONP115	2018-01-17	0	39964	CondL	321.3	<U+00B5>S/cm	0	-99	-0.023269
RONP115	2018-01-17	0	39964	Fe	0.0017905103	meq/l	1	-99	-0.023269
HELP017	2018-01-31	0	39965	CondL	558.8	<U+00B5>S/cm	0	-99	-0.052828
HELP017	2018-01-31	0	39965	Fe	0.0017905103	meq/l	1	-99	-0.052828
HELP019	2018-01-31	0	39966	CondL	486.7	<U+00B5>S/cm	0	-99	0.058498
HELP019	2018-01-31	0	39966	Fe	1.2571172784	meq/l	0	-99	0.058498
SPBP010	2018-01-31	0	39968	CondL	661.7	<U+00B5>S/cm	0	-99	0.001318
SPBP010	2018-01-31	0	39968	Fe	0.1537690242	meq/l	0	-99	0.001318
GALP001	2018-01-31	0	39970	CondL	543.9	<U+00B5>S/cm	0	-99	-0.005216
GALP001	2018-01-31	0	39970	Fe	0.8874485228	meq/l	0	-99	-0.005216
TIEP003	2017-12-05	0	39971	CondL	50.1	<U+00B5>S/cm	0	-99	0.098478
TIEP003	2017-12-05	0	39971	Fe	0.0677887198	meq/l	0	-99	0.098478
TIEP018	2017-12-06	0	39972	CondL	70.2	<U+00B5>S/cm	0	-99	0.05105
TIEP018	2017-12-06	0	39972	Fe	0.0384243509	meq/l	0	-99	0.05105
TIEP016	2017-12-06	0	39973	CondL	103.1	<U+00B5>S/cm	0	-99	0.202201
TIEP016	2017-12-06	0	39973	Fe	0.3943777977	meq/l	0	-99	0.202201
TIEP012	2017-12-06	0	39974	CondL	253.5	<U+00B5>S/cm	0	-99	-0.000932
TIEP012	2017-12-06	0	39974	Fe	0.6801432408	meq/l	0	-99	-0.000932
STAP051	2018-04-03	0	39975	CondL	302.8	<U+00B5>S/cm	0	-99	0.078985
STAP051	2018-04-03	0	39975	Fe	0.3444941808	meq/l	0	-99	0.078985
TIEP005	2017-12-05	0	39976	CondL	137.4	<U+00B5>S/cm	0	-99	0.109851
TIEP005	2017-12-05	0	39976	Fe	0.3760429722	meq/l	0	-99	0.109851
TIEP006	2017-12-06	0	39977	CondL	461.9	<U+00B5>S/cm	0	-99	0.054366
TIEP006	2017-12-06	0	39977	Fe	0.6235273053	meq/l	0	-99	0.054366
TIEP017	2017-12-05	0	39979	CondL	48.2	<U+00B5>S/cm	0	-99	0.021056
TIEP017	2017-12-05	0	39979	Fe	0.0467681289	meq/l	0	-99	0.021056
WAHP268	2004-06-02	0	3998	CondL	9710	<U+00B5>S/cm	NA	-99	-0.073311
WAHP268	2004-06-02	0	3998	Fe	0.042256043	meq/l	NA	-99	-0.073311
GGVP011	2018-01-17	0	39980	CondL	1036.3	<U+00B5>S/cm	0	-99	0.021826
GGVP011	2018-01-17	0	39980	Fe	0.6878066249	meq/l	0	-99	0.021826
GGVP013	2018-01-17	0	39981	CondL	664.8	<U+00B5>S/cm	0	-99	0.002706
GGVP013	2018-01-17	0	39981	Fe	0.0405013429	meq/l	0	-99	0.002706
GGVP015	2018-01-17	0	39982	CondL	815.2	<U+00B5>S/cm	0	-99	-8.4e-05
GGVP015	2018-01-17	0	39982	Fe	0.018263205	meq/l	0	-99	-8.4e-05
GGVP017	2018-01-17	0	39983	CondL	1532.7	<U+00B5>S/cm	0	-99	0.00672
GGVP017	2018-01-17	0	39983	Fe	0.0017905103	meq/l	1	-99	0.00672
GGVP009	2018-01-17	0	39984	CondL	4941	<U+00B5>S/cm	0	-99	-0.006219
GGVP009	2018-01-17	0	39984	Fe	1.0760608774	meq/l	0	-99	-0.006219
TIEP011	2017-12-06	0	39985	CondL	539.7	<U+00B5>S/cm	0	-99	-0.005191
TIEP011	2017-12-06	0	39985	Fe	0.9413070725	meq/l	0	-99	-0.005191
BTEP007	2017-09-20	0	39986	CondL	393.7	<U+00B5>S/cm	0	-99	0.016534
BTEP007	2017-09-20	0	39986	Fe	0.0017905103	meq/l	1	-99	0.016534
GROP024	2017-10-25	0	39987	CondL	339.8	<U+00B5>S/cm	0	-99	0.005692
GROP024	2017-10-25	0	39987	Fe	0.0096329454	meq/l	0	-99	0.005692
STAP019	2018-04-03	0	39988	CondL	176.4	<U+00B5>S/cm	0	-99	0.156637
STAP019	2018-04-03	0	39988	Fe	0.8159713518	meq/l	0	-99	0.156637
DYLP115	2000-12-11	0	3999	CondL	382	<U+00B5>S/cm	NA	-99	0.028664
DYLP115	2000-12-11	0	3999	Fe	0.2997314235	meq/l	NA	-99	0.028664
STAP021	2018-04-03	0	39990	CondL	282.7	<U+00B5>S/cm	0	-99	0.177105
STAP021	2018-04-03	0	39990	Fe	1.3762578335	meq/l	0	-99	0.177105
STAP022	2018-04-03	0	39991	CondL	356.2	<U+00B5>S/cm	0	-99	0.182797
STAP022	2018-04-03	0	39991	Fe	1.8499910474	meq/l	0	-99	0.182797
STAP055	2018-04-03	0	39992	CondL	758.6	<U+00B5>S/cm	0	-99	0.055641
STAP055	2018-04-03	0	39992	Fe	1.1584959714	meq/l	0	-99	0.055641
STAP056	2018-04-03	0	39993	CondL	250.5	<U+00B5>S/cm	0	-99	0.119394
STAP056	2018-04-03	0	39993	Fe	0.7109042077	meq/l	0	-99	0.119394
STAP062	2018-04-03	0	39994	CondL	510.1	<U+00B5>S/cm	0	-99	0.043079
STAP062	2018-04-03	0	39994	Fe	0.0017905103	meq/l	1	-99	0.043079
STAP063	2018-04-03	0	39995	CondL	435.3	<U+00B5>S/cm	0	-99	0.031987
STAP063	2018-04-03	0	39995	Fe	0.0286123545	meq/l	0	-99	0.031987
STAP065	2018-04-03	0	39996	CondL	384.4	<U+00B5>S/cm	0	-99	0.029966
STAP065	2018-04-03	0	39996	Fe	0.007305282	meq/l	0	-99	0.029966
STAP066	2018-04-03	0	39997	CondL	252.5	<U+00B5>S/cm	0	-99	0.00908
STAP066	2018-04-03	0	39997	Fe	0.0206266786	meq/l	0	-99	0.00908
STAP067	2018-04-03	0	39998	CondL	282.8	<U+00B5>S/cm	0	-99	0.044845
STAP067	2018-04-03	0	39998	Fe	0.0017905103	meq/l	1	-99	0.044845
GROP013	2017-10-24	0	39999	CondL	174.9	<U+00B5>S/cm	0	-99	0.02945
GROP013	2017-10-24	0	39999	Fe	0.0176186213	meq/l	0	-99	0.02945
DYLP109	2009-07-01	0	400	CondL	667	<U+00B5>S/cm	NA	-99	0.047299
DYLP109	2009-07-01	0	400	Fe	0.8723366159	meq/l	NA	-99	0.047299
DYLP115	2001-04-03	0	4000	CondL	333	<U+00B5>S/cm	NA	-99	0.019146
DYLP115	2001-04-03	0	4000	Fe	0.2392121755	meq/l	NA	-99	0.019146
GROP015	2017-10-24	0	40000	CondL	884.2	<U+00B5>S/cm	0	-99	0.035287
GROP015	2017-10-24	0	40000	Fe	0.3192121755	meq/l	0	-99	0.035287
GROP016	2017-10-24	0	40001	CondL	213	<U+00B5>S/cm	0	-99	0.18704
GROP016	2017-10-24	0	40001	Fe	0.9272694718	meq/l	0	-99	0.18704
GROP021	2017-10-24	0	40002	CondL	397.3	<U+00B5>S/cm	0	-99	0.056743
GROP021	2017-10-24	0	40002	Fe	0.3206803939	meq/l	0	-99	0.056743
GROP029	2017-10-25	0	40003	CondL	555.5	<U+00B5>S/cm	0	-99	0.029408
GROP029	2017-10-25	0	40003	Fe	0.0596956132	meq/l	0	-99	0.029408
KVSP003	2018-01-31	0	40004	CondL	274.4	<U+00B5>S/cm	0	-99	-0.045931
KVSP003	2018-01-31	0	40004	Fe	0.0017905103	meq/l	1	-99	-0.045931
KVSP005	2018-01-31	0	40005	CondL	102.8	<U+00B5>S/cm	0	-99	0.052832
KVSP005	2018-01-31	0	40005	Fe	0.0103491495	meq/l	0	-99	0.052832
MRKP052	2017-11-29	0	40006	CondL	620.7	<U+00B5>S/cm	0	-99	0.01685
MRKP052	2017-11-29	0	40006	Fe	0.0017905103	meq/l	1	-99	0.01685
ZUVP031	2017-11-29	0	40007	CondL	1190.4	<U+00B5>S/cm	0	-99	0.037287
ZUVP031	2017-11-29	0	40007	Fe	0.0091316025	meq/l	0	-99	0.037287
MRKP055	2017-11-29	0	40008	CondL	525.3	<U+00B5>S/cm	0	-99	-1.5e-05
MRKP055	2017-11-29	0	40008	Fe	0.0376365264	meq/l	0	-99	-1.5e-05
MRKP058	2017-11-29	0	40009	CondL	1053.1	<U+00B5>S/cm	0	-99	0.014649
MRKP058	2017-11-29	0	40009	Fe	0.0192658908	meq/l	0	-99	0.014649
KVSP004	2018-01-31	0	40010	CondL	505.5	<U+00B5>S/cm	0	-99	0.027735
KVSP004	2018-01-31	0	40010	Fe	0.0112802149	meq/l	0	-99	0.027735
GROP019	2017-10-24	0	40011	CondL	208.1	<U+00B5>S/cm	0	-99	0.131664
GROP019	2017-10-24	0	40011	Fe	0.5077529096	meq/l	0	-99	0.131664
KVSP002	2018-01-31	0	40012	CondL	409	<U+00B5>S/cm	0	-99	-0.038977
KVSP002	2018-01-31	0	40012	Fe	0.0912802149	meq/l	0	-99	-0.038977
DMLP017	2016-02-11	0	40015	CondL	291.7	<U+00B5>S/cm	0	-99	0.019673
DMLP017	2016-02-11	0	40015	Fe	0.026427932	meq/l	0	-99	0.019673
KASP029	2017-11-13	0	40016	CondL	655.8	<U+00B5>S/cm	0	-99	0.001871
KASP029	2017-11-13	0	40016	Fe	0.0116025067	meq/l	0	-99	0.001871
KASP032	2017-10-18	0	40017	CondL	999.6	<U+00B5>S/cm	0	-99	0.004463
KASP032	2017-10-18	0	40017	Fe	0.0017905103	meq/l	1	-99	0.004463
KASP036	2017-10-18	0	40018	CondL	348.8	<U+00B5>S/cm	0	-99	-0.00718
KASP036	2017-10-18	0	40018	Fe	0.0061235452	meq/l	0	-99	-0.00718
GGVP032	2018-01-17	0	40025	CondL	774.8	<U+00B5>S/cm	0	-99	0.028365
GGVP032	2018-01-17	0	40025	Fe	0.5938764548	meq/l	0	-99	0.028365
GGVP016	2018-01-17	0	40027	CondL	1829.4	<U+00B5>S/cm	0	-99	0.004561
GGVP016	2018-01-17	0	40027	Fe	0.0319068935	meq/l	0	-99	0.004561
GROP004	2017-10-25	0	40028	CondL	464.4	<U+00B5>S/cm	0	-99	0.053252
GROP004	2017-10-25	0	40028	Fe	0.4153267681	meq/l	0	-99	0.053252
GROP027	2017-10-25	0	40029	CondL	447.3	<U+00B5>S/cm	0	-99	0.030977
GROP027	2017-10-25	0	40029	Fe	0.0673589973	meq/l	0	-99	0.030977
GROP030	2017-10-25	0	40030	CondL	471.9	<U+00B5>S/cm	0	-99	0.039395
GROP030	2017-10-25	0	40030	Fe	0.0813607878	meq/l	0	-99	0.039395
GGVP034	2018-01-17	0	40031	CondL	1904.6	<U+00B5>S/cm	0	-99	0.003142
GGVP034	2018-01-17	0	40031	Fe	0.0890241719	meq/l	0	-99	0.003142
GGVP035	2018-01-17	0	40032	CondL	1716.5	<U+00B5>S/cm	0	-99	0.00021
GGVP035	2018-01-17	0	40032	Fe	0.0551835273	meq/l	0	-99	0.00021
GGVP036	2018-01-17	0	40033	CondL	1394	<U+00B5>S/cm	0	-99	0.008576
GGVP036	2018-01-17	0	40033	Fe	0.3531602507	meq/l	0	-99	0.008576
GGVP010	2018-01-17	0	40038	CondL	664.1	<U+00B5>S/cm	0	-99	0.012504
GGVP010	2018-01-17	0	40038	Fe	0.1169561325	meq/l	0	-99	0.012504
KASP031	2017-10-18	0	40039	CondL	724	<U+00B5>S/cm	0	-99	-0.018427
KASP031	2017-10-18	0	40039	Fe	0.0347000895	meq/l	0	-99	-0.018427
MRKP018	2018-06-19	0	40043	CondL	606.9	<U+00B5>S/cm	0	-99	0.061499
MRKP018	2018-06-19	0	40043	Fe	0.5729991047	meq/l	0	-99	0.061499
SMEP013	2018-06-20	0	40045	CondL	248	<U+00B5>S/cm	0	-99	0.123874
SMEP013	2018-06-20	0	40045	Fe	0.4644225604	meq/l	0	-99	0.123874
SMEP014	2018-06-20	0	40046	CondL	425.8	<U+00B5>S/cm	0	-99	0.086156
SMEP014	2018-06-20	0	40046	Fe	0.2517457475	meq/l	0	-99	0.086156
MRKP051	2018-06-19	0	40048	CondL	687	<U+00B5>S/cm	0	-99	0.00915
MRKP051	2018-06-19	0	40048	Fe	0.0017905103	meq/l	1	-99	0.00915
ZUVP031	2018-06-19	0	40049	CondL	1244.3	<U+00B5>S/cm	0	-99	0.030433
ZUVP031	2018-06-19	0	40049	Fe	0.0017905103	meq/l	1	-99	0.030433
DYLP121	2000-12-11	0	4005	CondL	527	<U+00B5>S/cm	NA	-99	0.109274
DYLP121	2000-12-11	0	4005	Fe	0.8128916741	meq/l	NA	-99	0.109274
MRKP055	2018-06-19	0	40050	CondL	578	<U+00B5>S/cm	0	-99	0.03471
MRKP055	2018-06-19	0	40050	Fe	0.084691137	meq/l	0	-99	0.03471
MRKP058	2018-06-19	0	40051	CondL	799	<U+00B5>S/cm	0	-99	0.032334
MRKP058	2018-06-19	0	40051	Fe	0.0017905103	meq/l	1	-99	0.032334
SMEP028	2018-06-20	0	40052	CondL	696.7	<U+00B5>S/cm	0	-99	0.100287
SMEP028	2018-06-20	0	40052	Fe	0.6533572068	meq/l	0	-99	0.100287
SMEP012	2018-06-20	0	40053	CondL	366	<U+00B5>S/cm	0	-99	0.074313
SMEP012	2018-06-20	0	40053	Fe	0.1712085944	meq/l	0	-99	0.074313
SMEP070	2018-06-20	0	40054	CondL	286.3	<U+00B5>S/cm	0	-99	0.102799
SMEP070	2018-06-20	0	40054	Fe	0.0832587287	meq/l	0	-99	0.102799
SMEP050	2018-06-20	0	40055	CondL	322.4	<U+00B5>S/cm	0	-99	0.062559
SMEP050	2018-06-20	0	40055	Fe	0.011136974	meq/l	0	-99	0.062559
ZWAP500	2016-07-15	0	40056	Fe	0.2578334825	meq/l	NA	-99	0.058852
ZWAP500	2016-10-04	0	40057	Fe	0.017905103	meq/l	NA	-99	0.083389
ZWAP500	2017-06-06	0	40059	Fe	0.0823634736	meq/l	NA	-99	0.146725
ZWAP501	2016-07-15	0	40060	Fe	0.0053715309	meq/l	NA	-99	0.002486
ZWAP501	2017-06-06	0	40062	Fe	0.0465532677	meq/l	NA	-99	-0.225293
ZWAP502	2016-07-15	0	40063	Fe	0.254252462	meq/l	NA	-99	0.047179
ZWAP502	2016-10-04	0	40064	Fe	0.1432408236	meq/l	NA	-99	0.093101
ZWAP502	2017-06-06	0	40066	Fe	0.2327663384	meq/l	NA	-99	0.082209
ZWAP502	2017-11-22	0	40067	Fe	0.0096687556	meq/l	NA	-99	0.023639
DYLP122	2000-12-19	0	4007	CondL	774	<U+00B5>S/cm	NA	-99	0.037706
DYLP122	2000-12-19	0	4007	Fe	0.0089525515	meq/l	NA	-99	0.037706
ZWAP504	2016-07-15	0	40073	Fe	0.393912265	meq/l	NA	-99	0.017463
ZWAP504	2016-10-04	0	40074	Fe	0.0257833483	meq/l	NA	-99	0.127468
ZWAP504	2017-06-06	0	40076	Fe	0.017905103	meq/l	NA	-99	0.094597
ZWAP504	2017-11-22	0	40077	Fe	0.0034377798	meq/l	NA	-99	0.01453
BRNP002	2018-11-13	0	40078	CondL	1476.3	<U+00B5>S/cm	0	-99	0.02571
BRNP002	2018-11-13	0	40078	Fe	0.3217905103	meq/l	0	-99	0.02571
LDOP025	2018-09-19	0	40079	CondL	230	<U+00B5>S/cm	0	-99	0.170877
LDOP025	2018-09-19	0	40079	Fe	0.6051924799	meq/l	0	-99	0.170877
ZWAP051	2018-10-29	0	40080	CondL	223.8	<U+00B5>S/cm	0	-99	-0.00044
ZWAP051	2018-10-29	0	40080	Fe	0.028003581	meq/l	0	-99	-0.00044
KRGP006	2018-11-13	0	40081	CondL	2239	<U+00B5>S/cm	0	-99	0.003335
KRGP006	2018-11-13	0	40081	Fe	0.0017905103	meq/l	1	-99	0.003335
DYLP008	2018-12-18	0	40082	CondL	486.4	<U+00B5>S/cm	0	-99	0.022664
DYLP008	2018-12-18	0	40082	Fe	0.0017905103	meq/l	1	-99	0.022664
DYLP016	2018-10-01	0	40083	CondL	498.1	<U+00B5>S/cm	0	-99	0.018783
DYLP016	2018-10-01	0	40083	Fe	0.0017905103	meq/l	1	-99	0.018783
DYLP022	2018-10-01	0	40084	CondL	995.2	<U+00B5>S/cm	0	-99	0.038906
DYLP022	2018-10-01	0	40084	Fe	0.6475559534	meq/l	0	-99	0.038906
VLVP005	2018-11-13	0	40085	CondL	100.9	<U+00B5>S/cm	0	-99	0.015449
VLVP005	2018-11-13	0	40085	Fe	0.0180483438	meq/l	0	-99	0.015449
DYLP093	2018-12-18	0	40088	CondL	709.7	<U+00B5>S/cm	0	-99	0.048101
DYLP093	2018-12-18	0	40088	Fe	0.6658907789	meq/l	0	-99	0.048101
DYLP096	2018-12-18	0	40089	CondL	574.2	<U+00B5>S/cm	0	-99	0.014872
DYLP096	2018-12-18	0	40089	Fe	0.0017905103	meq/l	1	-99	0.014872
DYLP174	2018-12-18	0	40090	CondL	638.9	<U+00B5>S/cm	0	-99	0.018792
DYLP174	2018-12-18	0	40090	Fe	0.0045478962	meq/l	0	-99	0.018792
DYLP003	2018-10-02	0	40091	CondL	347.7	<U+00B5>S/cm	0	-99	0.013085
DYLP003	2018-10-02	0	40091	Fe	0.2027931961	meq/l	0	-99	0.013085
DYLP004	2018-10-02	0	40093	CondL	964.5	<U+00B5>S/cm	0	-99	0.023765
DYLP004	2018-10-02	0	40093	Fe	0.2976186213	meq/l	0	-99	0.023765
DYLP062	2018-10-01	0	40094	CondL	540.5	<U+00B5>S/cm	0	-99	0.088593
DYLP062	2018-10-01	0	40094	Fe	0.9123724261	meq/l	0	-99	0.088593
DYLP063	2018-10-01	0	40095	CondL	459.9	<U+00B5>S/cm	0	-99	0.015567
DYLP063	2018-10-01	0	40095	Fe	0.0017905103	meq/l	1	-99	0.015567
BRNP003	2018-11-13	0	40096	CondL	1841.3	<U+00B5>S/cm	0	-99	0.01723
BRNP003	2018-11-13	0	40096	Fe	0.0193733214	meq/l	0	-99	0.01723
CATP002	2018-11-28	0	40097	CondL	18461	<U+00B5>S/cm	0	-99	-0.001977
CATP002	2018-11-28	0	40097	Fe	0.1591405551	meq/l	0	-99	-0.001977
OSKP035	2018-11-28	0	40098	CondL	27207.4	<U+00B5>S/cm	0	-99	0.009342
OSKP035	2018-11-28	0	40098	Fe	0.0017905103	meq/l	1	-99	0.009342
DYLP001	2018-12-18	0	40099	CondL	497.7	<U+00B5>S/cm	0	-99	0.014378
DYLP001	2018-12-18	0	40099	Fe	0.0017905103	meq/l	1	-99	0.014378
DYLP020	2010-02-22	0	401	CondL	548	<U+00B5>S/cm	NA	-99	0.027462
DYLP020	2010-02-22	0	401	Fe	0.7351835273	meq/l	NA	-99	0.027462
DYLP006	2018-10-02	0	40100	CondL	1057.2	<U+00B5>S/cm	0	-99	0.074146
DYLP006	2018-10-02	0	40100	Fe	3.3550223814	meq/l	0	-99	0.074146
DYLP009	2018-12-18	0	40101	CondL	345.2	<U+00B5>S/cm	0	-99	0.049242
DYLP009	2018-12-18	0	40101	Fe	0.0017905103	meq/l	1	-99	0.049242
DYLP015	2018-10-02	0	40102	CondL	1196.5	<U+00B5>S/cm	0	-99	0.051952
DYLP015	2018-10-02	0	40102	Fe	3.6809310654	meq/l	0	-99	0.051952
DYLP054	2018-10-02	0	40104	CondL	468.2	<U+00B5>S/cm	0	-99	0.024428
DYLP054	2018-10-02	0	40104	Fe	0.1271978514	meq/l	0	-99	0.024428
DYLP055	2018-10-01	0	40105	CondL	593.2	<U+00B5>S/cm	0	-99	0.089291
DYLP055	2018-10-01	0	40105	Fe	0.65912265	meq/l	0	-99	0.089291
DYLP058	2018-10-02	0	40106	CondL	408.8	<U+00B5>S/cm	0	-99	0.192245
DYLP058	2018-10-02	0	40106	Fe	2.0731244405	meq/l	0	-99	0.192245
DYLP059	2018-12-18	0	40107	CondL	598	<U+00B5>S/cm	0	-99	0.034161
DYLP059	2018-12-18	0	40107	Fe	0.2008952551	meq/l	0	-99	0.034161
DYLP137	2018-12-18	0	40110	CondL	634.5	<U+00B5>S/cm	0	-99	0.007619
DYLP137	2018-12-18	0	40110	Fe	0.0187287377	meq/l	0	-99	0.007619
MOLP013	2018-11-28	0	40111	CondL	712.1	<U+00B5>S/cm	0	-99	0.000435
