loc_code	date	lab_project_id	lab_sample_id	chem_variable	value	units	below_loq	loq	elneutr
TYDP115	2012-02-15	0	37203	CondL	1350	<U+00B5>S/cm	NA	-99	0.074391
TYDP115	2012-02-15	0	37203	Fe	1.8015398389	meq/l	NA	-99	0.074391
MIDP006	2012-02-15	0	37205	CondL	1344	<U+00B5>S/cm	NA	-99	0.049248
MIDP006	2012-02-15	0	37205	Fe	0.0100268577	meq/l	NA	-99	0.049248
TYDP111	2012-02-15	0	37206	CondL	1068	<U+00B5>S/cm	NA	-99	0.016724
TYDP111	2012-02-15	0	37206	Fe	0.0184780662	meq/l	NA	-99	0.016724
TYDP112	2012-02-15	0	37209	CondL	1188	<U+00B5>S/cm	NA	-99	0.025544
TYDP112	2012-02-15	0	37209	Fe	0.1081826321	meq/l	NA	-99	0.025544
NODP004	2012-02-15	0	37211	CondL	615	<U+00B5>S/cm	NA	-99	0.004309
NODP004	2012-02-15	0	37211	Fe	0.162614145	meq/l	NA	-99	0.004309
VLBP126	2011-07-04	0	37221	CondL	2756	<U+00B5>S/cm	NA	-99	-0.007569
VLBP126	2011-07-04	0	37221	Fe	2.2819695613	meq/l	NA	-99	-0.007569
VLBP013	2011-07-04	0	37222	CondL	833	<U+00B5>S/cm	NA	-99	-0.00665
VLBP013	2011-07-04	0	37222	Fe	0.1643688451	meq/l	NA	-99	-0.00665
VLBP025	2010-07-26	0	37223	CondL	1233	<U+00B5>S/cm	NA	-99	-0.002934
VLBP025	2010-07-26	0	37223	Fe	0.4721575649	meq/l	NA	-99	-0.002934
VLBP125	2010-07-26	0	37224	CondL	1098	<U+00B5>S/cm	NA	-99	0.00342
VLBP125	2010-07-26	0	37224	Fe	0.6491316025	meq/l	NA	-99	0.00342
VLBP017	2010-07-26	0	37225	CondL	1074	<U+00B5>S/cm	NA	-99	-0.011726
VLBP017	2010-07-26	0	37225	Fe	0.2468397493	meq/l	NA	-99	-0.011726
VLBP011	2010-07-26	0	37226	CondL	1004	<U+00B5>S/cm	NA	-99	-0.009866
VLBP011	2010-07-26	0	37226	Fe	0.6774574754	meq/l	NA	-99	-0.009866
VLBP012	2010-07-26	0	37227	CondL	928	<U+00B5>S/cm	NA	-99	-0.006722
VLBP012	2010-07-26	0	37227	Fe	0.1750044763	meq/l	NA	-99	-0.006722
VLBP026	2010-07-26	0	37229	CondL	2122	<U+00B5>S/cm	NA	-99	-0.013606
VLBP026	2010-07-26	0	37229	Fe	0.3147717099	meq/l	NA	-99	-0.013606
VLBP015	2010-07-26	0	37230	CondL	434	<U+00B5>S/cm	NA	-99	-0.022631
VLBP015	2010-07-26	0	37230	Fe	0.0390689346	meq/l	NA	-99	-0.022631
VLBP010	2010-07-26	0	37231	CondL	549	<U+00B5>S/cm	NA	-99	0.008869
VLBP010	2010-07-26	0	37231	Fe	0.230438675	meq/l	NA	-99	0.008869
VLBP020	2010-07-26	0	37232	CondL	973	<U+00B5>S/cm	NA	-99	-0.007091
VLBP020	2010-07-26	0	37232	Fe	0.5030617726	meq/l	NA	-99	-0.007091
VLBP004	2010-07-26	0	37233	CondL	531	<U+00B5>S/cm	NA	-99	0.005187
VLBP004	2010-07-26	0	37233	Fe	0.1168487019	meq/l	NA	-99	0.005187
VLBP001	2010-07-26	0	37235	CondL	2667	<U+00B5>S/cm	NA	-99	0.01191
VLBP001	2010-07-26	0	37235	Fe	3.7188898836	meq/l	NA	-99	0.01191
GWZP009	2010-07-26	0	37238	CondL	1126	<U+00B5>S/cm	NA	-99	-0.004164
GWZP009	2010-07-26	0	37238	Fe	0.7879319606	meq/l	NA	-99	-0.004164
GWZP003	2010-07-26	0	37239	CondL	1510	<U+00B5>S/cm	NA	-99	-0.017886
GWZP003	2010-07-26	0	37239	Fe	0.3169203223	meq/l	NA	-99	-0.017886
ZWAP207	2004-03-01	0	3724	CondL	59	<U+00B5>S/cm	NA	-99	-0.294894
ZWAP207	2004-03-01	0	3724	Fe	0.0089525515	meq/l	NA	-99	-0.294894
GWZP011	2010-07-26	0	37240	CondL	1255	<U+00B5>S/cm	NA	-99	-0.003353
GWZP011	2010-07-26	0	37240	Fe	0.4394628469	meq/l	NA	-99	-0.003353
GWZP007	2010-07-26	0	37241	CondL	1127	<U+00B5>S/cm	NA	-99	-0.020523
GWZP007	2010-07-26	0	37241	Fe	0.1703133393	meq/l	NA	-99	-0.020523
VLBP016	2010-07-26	0	37242	CondL	1148	<U+00B5>S/cm	NA	-99	-0.011877
VLBP016	2010-07-26	0	37242	Fe	0.1625067144	meq/l	NA	-99	-0.011877
GWZP008	2010-07-26	0	37243	CondL	906	<U+00B5>S/cm	NA	-99	-0.026221
GWZP008	2010-07-26	0	37243	Fe	0.1913697404	meq/l	NA	-99	-0.026221
MATP015	2012-02-22	0	37245	CondL	313	<U+00B5>S/cm	NA	-99	-0.160073
MATP015	2012-02-22	0	37245	Fe	0.0519606088	meq/l	NA	-99	-0.160073
FBOP001	2012-01-30	0	37246	CondL	627	<U+00B5>S/cm	NA	-99	0.027789
FBOP001	2012-01-30	0	37246	Fe	0.0115308863	meq/l	NA	-99	0.027789
FBOP005	2012-01-30	0	37247	CondL	669	<U+00B5>S/cm	NA	-99	0.034278
FBOP005	2012-01-30	0	37247	Fe	0.0105998209	meq/l	NA	-99	0.034278
LMMP001	2012-01-30	0	37249	CondL	1724	<U+00B5>S/cm	NA	-99	-0.019987
LMMP001	2012-01-30	0	37249	Fe	0.0267502238	meq/l	NA	-99	-0.019987
ZWAP206	2004-03-01	0	3725	CondL	87	<U+00B5>S/cm	NA	-99	-0.475495
ZWAP206	2004-03-01	0	3725	Fe	0.0089525515	meq/l	NA	-99	-0.475495
MOBP003	2012-01-30	0	37250	CondL	1024	<U+00B5>S/cm	NA	-99	0.021543
MOBP003	2012-01-30	0	37250	Fe	0.4818263205	meq/l	NA	-99	0.021543
DURP006	2012-01-30	0	37251	CondL	1041	<U+00B5>S/cm	NA	-99	0.023793
DURP006	2012-01-30	0	37251	Fe	0.0017905103	meq/l	NA	-99	0.023793
STRP039	2012-01-30	0	37254	CondL	1079	<U+00B5>S/cm	NA	-99	0.007039
STRP039	2012-01-30	0	37254	Fe	0.3818800358	meq/l	NA	-99	0.007039
DURP011	2012-01-30	0	37255	CondL	562	<U+00B5>S/cm	NA	-99	0.015189
DURP011	2012-01-30	0	37255	Fe	0.0017905103	meq/l	NA	-99	0.015189
STRP037	2012-01-30	0	37256	CondL	988	<U+00B5>S/cm	NA	-99	0.019016
STRP037	2012-01-30	0	37256	Fe	0.089561325	meq/l	NA	-99	0.019016
BRGP021	2011-11-30	0	37259	CondL	786	<U+00B5>S/cm	NA	-99	0.052928
BRGP021	2011-11-30	0	37259	Fe	0.5431692032	meq/l	NA	-99	0.052928
ZWAP205	2004-03-01	0	3726	CondL	56	<U+00B5>S/cm	NA	-99	-0.231956
ZWAP205	2004-03-01	0	3726	Fe	0.0390331244	meq/l	NA	-99	-0.231956
BRGP022	2011-11-30	0	37260	CondL	854	<U+00B5>S/cm	NA	-99	0.0377
BRGP022	2011-11-30	0	37260	Fe	0.253572068	meq/l	NA	-99	0.0377
BRGP023	2011-11-30	0	37261	CondL	868	<U+00B5>S/cm	NA	-99	0.045146
BRGP023	2011-11-30	0	37261	Fe	0.4215219338	meq/l	NA	-99	0.045146
BRGP024	2011-11-30	0	37262	CondL	936	<U+00B5>S/cm	NA	-99	0.046951
BRGP024	2011-11-30	0	37262	Fe	0.288522829	meq/l	NA	-99	0.046951
WELP034	2011-12-05	0	37263	CondL	865	<U+00B5>S/cm	NA	-99	0.031403
WELP034	2011-12-05	0	37263	Fe	0.0017905103	meq/l	NA	-99	0.031403
SASP005	2011-12-05	0	37267	CondL	630	<U+00B5>S/cm	NA	-99	0.020478
SASP005	2011-12-05	0	37267	Fe	0.0323366159	meq/l	NA	-99	0.020478
SASP003	2011-12-05	0	37268	CondL	600	<U+00B5>S/cm	NA	-99	0.015313
SASP003	2011-12-05	0	37268	Fe	0.0017905103	meq/l	NA	-99	0.015313
SASP001	2011-12-05	0	37269	CondL	985	<U+00B5>S/cm	NA	-99	0.009607
SASP001	2011-12-05	0	37269	Fe	0.029042077	meq/l	NA	-99	0.009607
ZWAP220	2004-03-01	0	3727	CondL	58	<U+00B5>S/cm	NA	-99	-0.23292
ZWAP220	2004-03-01	0	3727	Fe	0.0196956132	meq/l	NA	-99	-0.23292
SASP002	2011-12-05	0	37270	CondL	571	<U+00B5>S/cm	NA	-99	0.015689
SASP002	2011-12-05	0	37270	Fe	0.0017905103	meq/l	NA	-99	0.015689
ASEP001	2011-12-05	0	37271	CondL	634	<U+00B5>S/cm	NA	-99	0.072407
ASEP001	2011-12-05	0	37271	Fe	0.9451029543	meq/l	NA	-99	0.072407
ASEP002	2011-12-05	0	37274	CondL	471	<U+00B5>S/cm	NA	-99	0.012563
ASEP002	2011-12-05	0	37274	Fe	0.0273231871	meq/l	NA	-99	0.012563
ASEP003	2011-12-05	0	37276	CondL	866	<U+00B5>S/cm	NA	-99	0.035495
ASEP003	2011-12-05	0	37276	Fe	0.0122829006	meq/l	NA	-99	0.035495
ASEP103	2011-12-05	0	37277	CondL	596	<U+00B5>S/cm	NA	-99	0.026753
ASEP103	2011-12-05	0	37277	Fe	0.0017905103	meq/l	NA	-99	0.026753
ZWAP221	2004-03-01	0	3728	CondL	100	<U+00B5>S/cm	NA	-99	-0.119697
ZWAP221	2004-03-01	0	3728	Fe	0.1188898836	meq/l	NA	-99	-0.119697
WAHP339	2009-02-24	0	37282	CondL	12380	<U+00B5>S/cm	NA	-99	-0.01441
WAHP339	2009-02-24	0	37282	Fe	0.8411817368	meq/l	NA	-99	-0.01441
WAHP311	2009-02-24	0	37283	CondL	14360	<U+00B5>S/cm	NA	-99	0.006817
WAHP311	2009-02-24	0	37283	Fe	0.4612354521	meq/l	NA	-99	0.006817
WAHP341	2009-02-24	0	37284	CondL	16340	<U+00B5>S/cm	NA	-99	-0.005208
WAHP341	2009-02-24	0	37284	Fe	1.5065353626	meq/l	NA	-99	-0.005208
WAHP342	2009-02-24	0	37285	CondL	7800	<U+00B5>S/cm	NA	-99	-0.007856
WAHP342	2009-02-24	0	37285	Fe	0.8501342883	meq/l	NA	-99	-0.007856
WAHP224	2009-02-24	0	37286	CondL	1299	<U+00B5>S/cm	NA	-99	-0.028821
WAHP224	2009-02-24	0	37286	Fe	0.0354521038	meq/l	NA	-99	-0.028821
KBRP089	2010-04-26	0	37287	CondL	774	<U+00B5>S/cm	NA	-99	0.002234
KBRP089	2010-04-26	0	37287	Fe	0.315129812	meq/l	NA	-99	0.002234
KBRP090	2010-04-26	0	37288	CondL	744	<U+00B5>S/cm	NA	-99	0.004564
KBRP090	2010-04-26	0	37288	Fe	0.3092569382	meq/l	NA	-99	0.004564
KBRP084	2010-04-26	0	37289	CondL	1610	<U+00B5>S/cm	NA	-99	-0.012017
KBRP084	2010-04-26	0	37289	Fe	0.1264100269	meq/l	NA	-99	-0.012017
ZWAP222	2004-03-01	0	3729	CondL	116	<U+00B5>S/cm	NA	-99	-0.064569
ZWAP222	2004-03-01	0	3729	Fe	0.114950761	meq/l	NA	-99	-0.064569
KBRP083	2010-04-26	0	37290	CondL	1480	<U+00B5>S/cm	NA	-99	-0.004942
KBRP083	2010-04-26	0	37290	Fe	0.1929811996	meq/l	NA	-99	-0.004942
KBRP067	2009-06-04	0	37292	CondL	2220	<U+00B5>S/cm	NA	-99	-0.00323
KBRP067	2009-06-04	0	37292	Fe	0.7526230976	meq/l	NA	-99	-0.00323
KBRP071	2009-06-04	0	37293	CondL	1850	<U+00B5>S/cm	NA	-99	0.007763
KBRP071	2009-06-04	0	37293	Fe	0.4010026858	meq/l	NA	-99	0.007763
KBRP073	2009-06-04	0	37294	CondL	1116	<U+00B5>S/cm	NA	-99	0.015014
KBRP073	2009-06-04	0	37294	Fe	0.0463742167	meq/l	NA	-99	0.015014
KBRP075	2009-06-04	0	37295	CondL	3040	<U+00B5>S/cm	NA	-99	0.003449
KBRP075	2009-06-04	0	37295	Fe	0.2105282005	meq/l	NA	-99	0.003449
KBRP077	2009-06-04	0	37296	CondL	2590	<U+00B5>S/cm	NA	-99	-0.049042
KBRP077	2009-06-04	0	37296	Fe	0.1714234557	meq/l	NA	-99	-0.049042
KBRP078	2009-06-04	0	37297	CondL	2910	<U+00B5>S/cm	NA	-99	-0.008051
KBRP078	2009-06-04	0	37297	Fe	0.3144852283	meq/l	NA	-99	-0.008051
KBRP079	2009-06-04	0	37298	CondL	2590	<U+00B5>S/cm	NA	-99	-0.019837
KBRP079	2009-06-04	0	37298	Fe	0.7042793196	meq/l	NA	-99	-0.019837
KBRP080	2009-06-04	0	37299	CondL	1238	<U+00B5>S/cm	NA	-99	-0.029043
KBRP080	2009-06-04	0	37299	Fe	0.5460340197	meq/l	NA	-99	-0.029043
KEMP005	2001-04-03	0	373	CondL	384	<U+00B5>S/cm	NA	-99	-0.010999
KEMP005	2001-04-03	0	373	Fe	0.0537153089	meq/l	NA	-99	-0.010999
ZWAP204	2004-03-01	0	3730	CondL	187	<U+00B5>S/cm	NA	-99	-0.057164
ZWAP204	2004-03-01	0	3730	Fe	0.1106535363	meq/l	NA	-99	-0.057164
KBRP081	2009-06-04	0	37300	CondL	737	<U+00B5>S/cm	NA	-99	0.063649
KBRP081	2009-06-04	0	37300	Fe	1.6159355416	meq/l	NA	-99	0.063649
KRGP033	2010-06-17	0	37301	CondL	13860	<U+00B5>S/cm	NA	-99	-0.000556
KRGP033	2010-06-17	0	37301	Fe	0.0730886303	meq/l	NA	-99	-0.000556
KBRP084	2010-06-17	0	37302	CondL	1641	<U+00B5>S/cm	NA	-99	0.012019
KBRP084	2010-06-17	0	37302	Fe	0.2578334825	meq/l	NA	-99	0.012019
KBRP087	2010-06-17	0	37303	CondL	699	<U+00B5>S/cm	NA	-99	0.02569
KBRP087	2010-06-17	0	37303	Fe	0.5058549687	meq/l	NA	-99	0.02569
KRGP013	2010-06-17	0	37304	CondL	1947	<U+00B5>S/cm	NA	-99	0.000191
KRGP013	2010-06-17	0	37304	Fe	0.0376007162	meq/l	NA	-99	0.000191
KRGP035	2010-06-17	0	37305	CondL	31140	<U+00B5>S/cm	NA	-99	-0.000616
KRGP035	2010-06-17	0	37305	Fe	0.1504028648	meq/l	NA	-99	-0.000616
KBRP082	2010-06-17	0	37306	CondL	905	<U+00B5>S/cm	NA	-99	0.013954
KBRP082	2010-06-17	0	37306	Fe	0.6982273948	meq/l	NA	-99	0.013954
KBRP089	2010-06-17	0	37307	CondL	737	<U+00B5>S/cm	NA	-99	0.008694
KBRP089	2010-06-17	0	37307	Fe	0.3909400179	meq/l	NA	-99	0.008694
KBRP086	2010-06-17	0	37308	CondL	537	<U+00B5>S/cm	NA	-99	0.027578
KBRP086	2010-06-17	0	37308	Fe	0.505747538	meq/l	NA	-99	0.027578
KBRP081	2010-06-17	0	37309	CondL	779	<U+00B5>S/cm	NA	-99	0.050337
KBRP081	2010-06-17	0	37309	Fe	1.5603222919	meq/l	NA	-99	0.050337
ZWAP203	2004-03-01	0	3731	CondL	163	<U+00B5>S/cm	NA	-99	-0.065364
ZWAP203	2004-03-01	0	3731	Fe	0.1579230081	meq/l	NA	-99	-0.065364
KRGP015	2010-06-17	0	37310	CondL	1591	<U+00B5>S/cm	NA	-99	-0.011845
KRGP015	2010-06-17	0	37310	Fe	0.0107072516	meq/l	NA	-99	-0.011845
KBRP083	2010-10-15	0	37311	CondL	1533	<U+00B5>S/cm	NA	-99	0.018341
KBRP083	2010-10-15	0	37311	Fe	0.1871799463	meq/l	NA	-99	0.018341
KBRP084	2010-10-15	0	37312	CondL	1679	<U+00B5>S/cm	NA	-99	0.016406
KBRP084	2010-10-15	0	37312	Fe	0.1154162936	meq/l	NA	-99	0.016406
KBRP088	2010-10-15	0	37314	CondL	486	<U+00B5>S/cm	NA	-99	0.003503
KBRP088	2010-10-15	0	37314	Fe	0.0354879141	meq/l	NA	-99	0.003503
KBRP085	2010-10-15	0	37315	CondL	435	<U+00B5>S/cm	NA	-99	0.053283
KBRP085	2010-10-15	0	37315	Fe	0.6204118174	meq/l	NA	-99	0.053283
KBRP086	2010-10-15	0	37316	CondL	547	<U+00B5>S/cm	NA	-99	-0.005106
KBRP086	2010-10-15	0	37316	Fe	0.0017905103	meq/l	NA	-99	-0.005106
KBRP090	2010-10-15	0	37317	CondL	795	<U+00B5>S/cm	NA	-99	0.008323
KBRP090	2010-10-15	0	37317	Fe	0.1976365264	meq/l	NA	-99	0.008323
KBRP082	2010-10-15	0	37318	CondL	923	<U+00B5>S/cm	NA	-99	0.032288
KBRP082	2010-10-15	0	37318	Fe	0.5028827216	meq/l	NA	-99	0.032288
KBRP081	2010-10-15	0	37319	CondL	807	<U+00B5>S/cm	NA	-99	0.054526
KBRP081	2010-10-15	0	37319	Fe	1.1023813787	meq/l	NA	-99	0.054526
ZWAP223	2004-03-01	0	3732	CondL	119	<U+00B5>S/cm	NA	-99	-0.107201
ZWAP223	2004-03-01	0	3732	Fe	0.0089525515	meq/l	NA	-99	-0.107201
KBRP087	2010-10-15	0	37320	CondL	722	<U+00B5>S/cm	NA	-99	0.009142
KBRP087	2010-10-15	0	37320	Fe	0.1891136974	meq/l	NA	-99	0.009142
KBRP089	2010-10-15	0	37321	CondL	714	<U+00B5>S/cm	NA	-99	0.026188
KBRP089	2010-10-15	0	37321	Fe	0.3571351835	meq/l	NA	-99	0.026188
KBRP084	2010-11-05	0	37323	CondL	1671	<U+00B5>S/cm	NA	-99	-0.005488
KBRP084	2010-11-05	0	37323	Fe	0.0670725157	meq/l	NA	-99	-0.005488
KBRP082	2010-11-05	0	37324	CondL	914	<U+00B5>S/cm	NA	-99	0.01702
KBRP082	2010-11-05	0	37324	Fe	0.4042256043	meq/l	NA	-99	0.01702
KBRP088	2010-11-05	0	37325	CondL	501	<U+00B5>S/cm	NA	-99	-0.017994
KBRP088	2010-11-05	0	37325	Fe	0.0055505819	meq/l	NA	-99	-0.017994
KBRP087	2010-11-05	0	37326	CondL	724	<U+00B5>S/cm	NA	-99	-0.016918
KBRP087	2010-11-05	0	37326	Fe	0.0017905103	meq/l	NA	-99	-0.016918
KBRP083	2010-11-05	0	37327	CondL	1513	<U+00B5>S/cm	NA	-99	-0.000201
KBRP083	2010-11-05	0	37327	Fe	0.1221844226	meq/l	NA	-99	-0.000201
KBRP085	2010-11-05	0	37328	CondL	432	<U+00B5>S/cm	NA	-99	0.01468
KBRP085	2010-11-05	0	37328	Fe	0.2627394808	meq/l	NA	-99	0.01468
KBRP089	2010-11-05	0	37329	CondL	699	<U+00B5>S/cm	NA	-99	0.010883
KBRP089	2010-11-05	0	37329	Fe	0.1830617726	meq/l	NA	-99	0.010883
ZWAP218	2004-03-01	0	3733	CondL	68	<U+00B5>S/cm	NA	-99	-0.172296
ZWAP218	2004-03-01	0	3733	Fe	0.0089525515	meq/l	NA	-99	-0.172296
KBRP086	2010-11-05	0	37330	CondL	534	<U+00B5>S/cm	NA	-99	-0.010988
KBRP086	2010-11-05	0	37330	Fe	0.0017905103	meq/l	NA	-99	-0.010988
WAHP525	2009-02-24	0	37331	Fe	0.0250671441	meq/l	NA	-99	0.009245
WAHP526	2009-02-24	0	37332	Fe	0.0017905103	meq/l	NA	-99	0.012375
WAHP527	2009-02-24	0	37333	Fe	0.9307072516	meq/l	NA	-99	-0.029155
WAHP528	2009-02-24	0	37334	Fe	1.4646374217	meq/l	NA	-99	0.043545
WAHP530	2009-02-24	0	37335	Fe	0.4504923903	meq/l	NA	-99	0.025114
WAHP531	2009-02-24	0	37336	Fe	0.4014324082	meq/l	NA	-99	-0.076347
WAHP532	2009-02-24	0	37337	CondL	553	<U+00B5>S/cm	NA	-99	-0.028847
WAHP532	2009-02-24	0	37337	Fe	0.006087735	meq/l	NA	-99	-0.028847
WAHP533	2009-02-24	0	37338	CondL	1309	<U+00B5>S/cm	NA	-99	-0.063713
WAHP533	2009-02-24	0	37338	Fe	0.4830796777	meq/l	NA	-99	-0.063713
WAHP302	2009-02-24	0	37339	CondL	1550	<U+00B5>S/cm	NA	-99	-0.062341
WAHP302	2009-02-24	0	37339	Fe	0.0719785139	meq/l	NA	-99	-0.062341
ZWAP219	2004-03-01	0	3734	CondL	171	<U+00B5>S/cm	NA	-99	-0.055009
ZWAP219	2004-03-01	0	3734	Fe	0.0089525515	meq/l	NA	-99	-0.055009
WAHP332	2009-02-24	0	37340	CondL	976	<U+00B5>S/cm	NA	-99	-0.09465
WAHP332	2009-02-24	0	37340	Fe	0.0017905103	meq/l	NA	-99	-0.09465
WAHP304	2009-02-24	0	37341	CondL	6110	<U+00B5>S/cm	NA	-99	0.020255
WAHP304	2009-02-24	0	37341	Fe	0.3162041182	meq/l	NA	-99	0.020255
WAHP334	2009-02-24	0	37342	CondL	5940	<U+00B5>S/cm	NA	-99	-0.017921
WAHP334	2009-02-24	0	37342	Fe	0.1042076992	meq/l	NA	-99	-0.017921
WAHP306	2009-02-24	0	37343	CondL	6980	<U+00B5>S/cm	NA	-99	-0.029397
WAHP306	2009-02-24	0	37343	Fe	0.0272157565	meq/l	NA	-99	-0.029397
WAHP336	2009-02-24	0	37344	CondL	7930	<U+00B5>S/cm	NA	-99	-0.019848
WAHP336	2009-02-24	0	37344	Fe	0.454789615	meq/l	NA	-99	-0.019848
KBRP090	2010-11-05	0	37345	CondL	813	<U+00B5>S/cm	NA	-99	-0.005341
KBRP090	2010-11-05	0	37345	Fe	0.1036705461	meq/l	NA	-99	-0.005341
KBRP081	2010-11-05	0	37346	CondL	813	<U+00B5>S/cm	NA	-99	0.013528
KBRP081	2010-11-05	0	37346	Fe	0.7504028648	meq/l	NA	-99	0.013528
KBRP081	2011-03-07	0	37347	CondL	848	<U+00B5>S/cm	NA	-99	0.02242
KBRP081	2011-03-07	0	37347	Fe	1.2743777977	meq/l	NA	-99	0.02242
KBRP082	2011-03-07	0	37348	CondL	904	<U+00B5>S/cm	NA	-99	0.03199
KBRP082	2011-03-07	0	37348	Fe	0.6562220233	meq/l	NA	-99	0.03199
KBRP083	2011-03-07	0	37349	CondL	1540	<U+00B5>S/cm	NA	-99	0.005716
KBRP083	2011-03-07	0	37349	Fe	0.2030796777	meq/l	NA	-99	0.005716
ZWAP224	2004-03-01	0	3735	CondL	103	<U+00B5>S/cm	NA	-99	-0.152013
ZWAP224	2004-03-01	0	3735	Fe	0.0282900627	meq/l	NA	-99	-0.152013
KBRP084	2011-03-07	0	37350	CondL	1682	<U+00B5>S/cm	NA	-99	-0.004774
KBRP084	2011-03-07	0	37350	Fe	0.0849059982	meq/l	NA	-99	-0.004774
KBRP085	2011-03-07	0	37351	CondL	440	<U+00B5>S/cm	NA	-99	0.038919
KBRP085	2011-03-07	0	37351	Fe	0.4423276634	meq/l	NA	-99	0.038919
KBRP086	2011-03-07	0	37352	CondL	578	<U+00B5>S/cm	NA	-99	0.007497
KBRP086	2011-03-07	0	37352	Fe	0.4888809311	meq/l	NA	-99	0.007497
KBRP087	2011-03-07	0	37353	CondL	724	<U+00B5>S/cm	NA	-99	-0.013317
KBRP087	2011-03-07	0	37353	Fe	0.4381736795	meq/l	NA	-99	-0.013317
KBRP088	2011-03-07	0	37354	CondL	546	<U+00B5>S/cm	NA	-99	0.005167
KBRP088	2011-03-07	0	37354	Fe	0.2414682184	meq/l	NA	-99	0.005167
KBRP089	2011-03-07	0	37355	CondL	716	<U+00B5>S/cm	NA	-99	0.036242
KBRP089	2011-03-07	0	37355	Fe	0.2591584602	meq/l	NA	-99	0.036242
KBRP090	2011-03-07	0	37356	CondL	937	<U+00B5>S/cm	NA	-99	0.008463
KBRP090	2011-03-07	0	37356	Fe	0.2610564011	meq/l	NA	-99	0.008463
KBRP084	2011-06-14	0	37358	CondL	1690	<U+00B5>S/cm	NA	-99	0.024919
KBRP084	2011-06-14	0	37358	Fe	0.2082363474	meq/l	NA	-99	0.024919
KBRP088	2011-06-14	0	37359	CondL	573	<U+00B5>S/cm	NA	-99	0.042836
KBRP088	2011-06-14	0	37359	Fe	0.4881647269	meq/l	NA	-99	0.042836
ZWAP227	2004-03-01	0	3736	CondL	43	<U+00B5>S/cm	NA	-99	-0.224812
ZWAP227	2004-03-01	0	3736	Fe	0.0089525515	meq/l	NA	-99	-0.224812
KBRP086	2011-06-14	0	37360	CondL	604	<U+00B5>S/cm	NA	-99	0.0267
KBRP086	2011-06-14	0	37360	Fe	0.3600716204	meq/l	NA	-99	0.0267
KBRP200	2011-06-14	0	37361	CondL	563	<U+00B5>S/cm	NA	-99	0.036257
KBRP200	2011-06-14	0	37361	Fe	0.8621665175	meq/l	NA	-99	0.036257
KBRP087	2011-06-14	0	37362	CondL	715	<U+00B5>S/cm	NA	-99	0.022595
KBRP087	2011-06-14	0	37362	Fe	0.2521396598	meq/l	NA	-99	0.022595
KBRP085	2011-06-14	0	37363	CondL	472	<U+00B5>S/cm	NA	-99	0.064348
KBRP085	2011-06-14	0	37363	Fe	0.7955953447	meq/l	NA	-99	0.064348
KBRP201	2011-06-14	0	37364	CondL	516	<U+00B5>S/cm	NA	-99	0.01662
KBRP201	2011-06-14	0	37364	Fe	0.5328558639	meq/l	NA	-99	0.01662
KBRP093	2011-06-14	0	37365	CondL	1167	<U+00B5>S/cm	NA	-99	0.045999
KBRP093	2011-06-14	0	37365	Fe	0.4461235452	meq/l	NA	-99	0.045999
KBRP081	2011-06-14	0	37366	CondL	803	<U+00B5>S/cm	NA	-99	0.081943
KBRP081	2011-06-14	0	37366	Fe	1.2836884512	meq/l	NA	-99	0.081943
KBRP090	2011-06-14	0	37367	CondL	845	<U+00B5>S/cm	NA	-99	0.044123
KBRP090	2011-06-14	0	37367	Fe	0.2287914056	meq/l	NA	-99	0.044123
KBRP094	2011-06-14	0	37369	CondL	767	<U+00B5>S/cm	NA	-99	0.041931
KBRP094	2011-06-14	0	37369	Fe	0.3905819158	meq/l	NA	-99	0.041931
ZWAP225	2004-03-01	0	3737	CondL	64	<U+00B5>S/cm	NA	-99	-0.374921
ZWAP225	2004-03-01	0	3737	Fe	0.0089525515	meq/l	NA	-99	-0.374921
KBRP083	2011-06-14	0	37370	CondL	1415	<U+00B5>S/cm	NA	-99	0.022332
KBRP083	2011-06-14	0	37370	Fe	0.1771172784	meq/l	NA	-99	0.022332
KBRP082	2011-06-14	0	37371	CondL	910	<U+00B5>S/cm	NA	-99	0.05332
KBRP082	2011-06-14	0	37371	Fe	0.5953804834	meq/l	NA	-99	0.05332
KBRP095	2011-06-14	0	37372	CondL	993	<U+00B5>S/cm	NA	-99	NA
KBRP096	2011-06-14	0	37373	CondL	1118	<U+00B5>S/cm	NA	-99	0.050427
KBRP096	2011-06-14	0	37373	Fe	0.4340555058	meq/l	NA	-99	0.050427
KBRP089	2011-06-14	0	37374	CondL	727	<U+00B5>S/cm	NA	-99	0.04085
KBRP089	2011-06-14	0	37374	Fe	0.2510653536	meq/l	NA	-99	0.04085
WAHP713	2009-05-26	0	37376	CondL	573	<U+00B5>S/cm	NA	-99	0.036328
WAHP713	2009-05-26	0	37376	Fe	0.0558639212	meq/l	NA	-99	0.036328
KBRP074	2008-06-17	0	3738	CondL	803	<U+00B5>S/cm	NA	-99	0.018896
KBRP074	2008-06-17	0	3738	Fe	0.0017905103	meq/l	NA	-99	0.018896
WAHP240	2009-05-27	0	37380	CondL	795	<U+00B5>S/cm	NA	-99	-0.03248
WAHP240	2009-05-27	0	37380	Fe	0.1915846016	meq/l	NA	-99	-0.03248
WAHP242	2009-05-27	0	37381	CondL	2020	<U+00B5>S/cm	NA	-99	8.4e-05
WAHP242	2009-05-27	0	37381	Fe	0.2252461952	meq/l	NA	-99	8.4e-05
